timestamp,symbol,open,high,low,close,volume
2025-04-15 03:45:00,NSE:RELIANCE-EQ,1251.0,1251.0,1241.4,1247.1,2013752
2025-04-15 03:45:00,NSE:TCS-EQ,3314.4,3314.4,3279.1,3285.9,166139
2025-04-15 03:46:00,NSE:RELIANCE-EQ,1247.0,1248.1,1243.6,1244.4,238756
2025-04-15 03:46:00,NSE:TCS-EQ,3286.0,3288.0,3276.8,3279.0,27499
2025-04-15 03:47:00,NSE:RELIANCE-EQ,1243.7,1247.0,1243.5,1246.2,124548
2025-04-15 03:47:00,NSE:TCS-EQ,3279.7,3287.3,3277.1,3278.8,33279
2025-04-15 03:48:00,NSE:RELIANCE-EQ,1246.1,1246.5,1245.0,1245.0,106370
2025-04-15 03:48:00,NSE:TCS-EQ,3278.9,3280.0,3276.4,3279.2,13972
2025-04-15 03:49:00,NSE:RELIANCE-EQ,1245.1,1246.1,1244.3,1244.5,68229
2025-04-15 03:49:00,NSE:TCS-EQ,3279.9,3283.9,3277.5,3282.5,18538
2025-04-15 03:50:00,NSE:RELIANCE-EQ,1244.4,1246.5,1244.4,1245.0,66454
2025-04-15 03:50:00,NSE:TCS-EQ,3282.7,3294.0,3281.5,3294.0,25651
2025-04-15 03:51:00,NSE:RELIANCE-EQ,1244.9,1246.6,1244.4,1244.5,104969
2025-04-15 03:51:00,NSE:TCS-EQ,3294.0,3297.4,3288.7,3288.7,14130
2025-04-15 03:52:00,NSE:RELIANCE-EQ,1244.5,1245.0,1243.2,1244.0,51492
2025-04-15 03:52:00,NSE:TCS-EQ,3289.7,3299.7,3288.0,3297.5,24870
2025-04-15 03:53:00,NSE:RELIANCE-EQ,1244.1,1244.1,1243.0,1243.3,28773
2025-04-15 03:53:00,NSE:TCS-EQ,3297.3,3299.9,3287.1,3287.1,17967
2025-04-15 03:54:00,NSE:RELIANCE-EQ,1243.6,1244.5,1243.0,1244.0,106474
2025-04-15 03:54:00,NSE:TCS-EQ,3287.3,3291.2,3286.0,3286.0,6977
2025-04-15 03:55:00,NSE:RELIANCE-EQ,1244.0,1244.0,1242.6,1242.6,54444
2025-04-15 03:55:00,NSE:TCS-EQ,3287.0,3288.0,3282.0,3282.8,13013
2025-04-15 03:56:00,NSE:RELIANCE-EQ,1243.0,1243.0,1242.0,1242.3,23428
2025-04-15 03:56:00,NSE:TCS-EQ,3281.8,3291.6,3280.0,3290.0,8761
2025-04-15 03:57:00,NSE:RELIANCE-EQ,1242.7,1243.0,1242.0,1242.3,40726
2025-04-15 03:57:00,NSE:TCS-EQ,3289.9,3291.9,3285.5,3288.0,8457
2025-04-15 03:58:00,NSE:RELIANCE-EQ,1242.4,1244.0,1242.2,1243.4,38176
2025-04-15 03:58:00,NSE:TCS-EQ,3288.6,3294.2,3288.0,3290.0,8297
2025-04-15 03:59:00,NSE:RELIANCE-EQ,1243.5,1244.0,1242.4,1242.6,62987
2025-04-15 03:59:00,NSE:TCS-EQ,3289.9,3290.8,3283.0,3283.8,19109
2025-04-15 04:00:00,NSE:RELIANCE-EQ,1242.8,1243.7,1242.6,1243.1,31186
2025-04-15 04:00:00,NSE:TCS-EQ,3283.3,3283.9,3279.4,3282.1,11086
2025-04-15 04:01:00,NSE:RELIANCE-EQ,1242.9,1244.3,1242.2,1243.9,45200
