timestamp,symbol,open,high,low,close,volume
2025-05-06 03:45:00,NSE:RELIANCE-EQ,1431.0,1432.0,1422.5,1423.5,374763
2025-05-06 03:45:00,NSE:TCS-EQ,3460.0,3468.0,3456.3,3467.5,18321
2025-05-06 03:46:00,NSE:RELIANCE-EQ,1423.7,1424.8,1423.6,1423.7,110950
2025-05-06 03:46:00,NSE:TCS-EQ,3466.2,3467.0,3460.2,3466.0,8245
2025-05-06 03:47:00,NSE:RELIANCE-EQ,1424.1,1424.1,1423.5,1423.9,81372
2025-05-06 03:47:00,NSE:TCS-EQ,3465.9,3467.5,3458.2,3459.1,5840
2025-05-06 03:48:00,NSE:RELIANCE-EQ,1423.8,1423.9,1423.5,1423.7,72574
2025-05-06 03:48:00,NSE:TCS-EQ,3458.5,3458.5,3452.6,3455.6,6182
2025-05-06 03:49:00,NSE:RELIANCE-EQ,1423.5,1423.7,1422.0,1422.1,131982
2025-05-06 03:49:00,NSE:TCS-EQ,3451.0,3454.6,3448.4,3451.0,7676
2025-05-06 03:50:00,NSE:RELIANCE-EQ,1421.6,1421.6,1418.6,1418.6,86616
2025-05-06 03:50:00,NSE:TCS-EQ,3450.7,3451.0,3446.0,3446.5,3961
2025-05-06 03:51:00,NSE:RELIANCE-EQ,1418.9,1421.5,1418.6,1420.5,128074
2025-05-06 03:51:00,NSE:TCS-EQ,3446.4,3446.4,3442.2,3444.7,2812
2025-05-06 03:52:00,NSE:RELIANCE-EQ,1420.9,1422.4,1420.2,1420.5,68029
2025-05-06 03:52:00,NSE:TCS-EQ,3443.7,3446.7,3440.4,3440.4,3325
2025-05-06 03:53:00,NSE:RELIANCE-EQ,1420.6,1420.6,1419.1,1419.4,209691
2025-05-06 03:53:00,NSE:TCS-EQ,3440.2,3443.8,3438.2,3443.8,6397
2025-05-06 03:54:00,NSE:RELIANCE-EQ,1419.8,1420.2,1417.0,1417.5,85605
2025-05-06 03:54:00,NSE:TCS-EQ,3443.7,3443.7,3440.4,3441.3,2603
2025-05-06 03:55:00,NSE:RELIANCE-EQ,1416.9,1418.5,1416.8,1417.5,200441
2025-05-06 03:55:00,NSE:TCS-EQ,3440.4,3442.0,3437.0,3439.2,3639
2025-05-06 03:56:00,NSE:RELIANCE-EQ,1417.5,1419.3,1417.5,1418.7,57407
2025-05-06 03:56:00,NSE:TCS-EQ,3439.2,3442.5,3439.2,3442.5,5108
2025-05-06 03:57:00,NSE:RELIANCE-EQ,1419.0,1420.0,1417.5,1417.7,87721
2025-05-06 03:57:00,NSE:TCS-EQ,3442.5,3443.7,3438.5,3438.5,5147
2025-05-06 03:58:00,NSE:RELIANCE-EQ,1417.9,1417.9,1417.5,1417.5,60921
2025-05-06 03:58:00,NSE:TCS-EQ,3438.5,3442.6,3438.5,3442.6,1143
2025-05-06 03:59:00,NSE:RELIANCE-EQ,1417.6,1417.7,1417.2,1417.6,104922
2025-05-06 03:59:00,NSE:TCS-EQ,3442.6,3443.2,3439.4,3439.5,2171
2025-05-06 04:00:00,NSE:RELIANCE-EQ,1417.5,1418.4,1417.5,1417.8,100925
2025-05-06 04:00:00,NSE:TCS-EQ,3440.8,3442.6,3439.0,3442.0,3896
2025-05-06 04:01:00,NSE:RELIANCE-EQ,1417.7,1417.8,1417.5,1417.5,33815
2025-05-06 04:01:00,NSE:TCS-EQ,3442.0,3446.7,3442.0,3445.5,3968
2025-05-06 04:02:00,NSE:RELIANCE-EQ,1417.6,1417.8,1417.5,1417.7,90349
2025-05-06 04:02:00,NSE:TCS-EQ,3446.2,3449.3,3445.2,3449.3,1436
2025-05-06 04:03:00,NSE:RELIANCE-EQ,1417.5,1418.7,1417.5,1418.6,86112
2025-05-06 04:03:00,NSE:TCS-EQ,3448.4,3453.4,3448.3,3453.2,2715
2025-05-06 04:04:00,NSE:RELIANCE-EQ,1418.7,1420.9,1418.5,1420.8,91477
2025-05-06 04:04:00,NSE:TCS-EQ,3453.3,3453.7,3448.2,3448.2,3447
2025-05-06 04:05:00,NSE:RELIANCE-EQ,1420.9,1422.0,1420.3,1421.7,42261
2025-05-06 04:05:00,NSE:TCS-EQ,3447.6,3447.6,3443.6,3444.1,1585
2025-05-06 04:06:00,NSE:RELIANCE-EQ,1421.5,1422.9,1421.5,1422.3,49033
2025-05-06 04:06:00,NSE:TCS-EQ,3444.1,3448.0,3444.1,3448.0,661
2025-05-06 04:07:00,NSE:RELIANCE-EQ,1422.3,1422.3,1420.5,1421.1,34385
2025-05-06 04:07:00,NSE:TCS-EQ,3445.6,3446.7,3444.4,3444.4,1368
2025-05-06 04:08:00,NSE:RELIANCE-EQ,1421.5,1423.7,1421.0,1422.1,64355
2025-05-06 04:08:00,NSE:TCS-EQ,3444.4,3445.2,3444.0,3444.0,523
2025-05-06 04:09:00,NSE:RELIANCE-EQ,1422.2,1423.8,1421.7,1423.7,51337
2025-05-06 04:09:00,NSE:TCS-EQ,3445.0,3448.0,3444.1,3448.0,697
2025-05-06 04:10:00,NSE:RELIANCE-EQ,1423.5,1423.8,1422.5,1423.2,27027
2025-05-06 04:10:00,NSE:TCS-EQ,3448.0,3448.0,3446.4,3447.3,352
2025-05-06 04:11:00,NSE:RELIANCE-EQ,1423.1,1423.5,1423.0,1423.0,34540
2025-05-06 04:11:00,NSE:TCS-EQ,3447.3,3448.0,3445.3,3447.6,1082
2025-05-06 04:12:00,NSE:RELIANCE-EQ,1423.1,1423.5,1421.6,1422.1,55913
2025-05-06 04:12:00,NSE:TCS-EQ,3448.1,3451.0,3447.8,3451.0,963
2025-05-06 04:13:00,NSE:RELIANCE-EQ,1422.0,1422.5,1421.3,1421.3,33276
2025-05-06 04:13:00,NSE:TCS-EQ,3451.1,3452.7,3448.6,3449.6,1220
2025-05-06 04:14:00,NSE:RELIANCE-EQ,1421.7,1422.3,1421.0,1421.3,38552
2025-05-06 04:14:00,NSE:TCS-EQ,3450.9,3451.3,3449.6,3449.6,1136
2025-05-06 04:15:00,NSE:RELIANCE-EQ,1421.2,1422.0,1421.0,1421.7,73655
2025-05-06 04:15:00,NSE:TCS-EQ,3449.9,3450.2,3449.0,3449.7,561
2025-05-06 04:16:00,NSE:RELIANCE-EQ,1422.0,1422.0,1421.3,1421.5,23389
2025-05-06 04:16:00,NSE:TCS-EQ,3449.8,3450.2,3449.2,3449.2,895
2025-05-06 04:17:00,NSE:RELIANCE-EQ,1421.5,1421.6,1421.0,1421.5,61268
2025-05-06 04:17:00,NSE:TCS-EQ,3449.5,3449.5,3448.0,3448.0,664
2025-05-06 04:18:00,NSE:RELIANCE-EQ,1421.2,1421.5,1420.8,1421.2,116374
2025-05-06 04:18:00,NSE:TCS-EQ,3448.4,3450.0,3448.0,3450.0,1157
2025-05-06 04:19:00,NSE:RELIANCE-EQ,1421.0,1421.2,1420.2,1420.3,25007
2025-05-06 04:19:00,NSE:TCS-EQ,3449.1,3449.8,3448.8,3449.1,464
2025-05-06 04:20:00,NSE:RELIANCE-EQ,1420.4,1420.8,1420.0,1420.5,71137
2025-05-06 04:20:00,NSE:TCS-EQ,3448.9,3449.0,3443.7,3443.7,3447
2025-05-06 04:21:00,NSE:RELIANCE-EQ,1420.5,1420.7,1420.2,1420.2,25543
2025-05-06 04:21:00,NSE:TCS-EQ,3443.8,3445.0,3443.7,3445.0,502
2025-05-06 04:22:00,NSE:RELIANCE-EQ,1420.2,1421.0,1420.0,1420.6,66696
2025-05-06 04:22:00,NSE:TCS-EQ,3444.7,3445.0,3442.0,3442.6,1510
2025-05-06 04:23:00,NSE:RELIANCE-EQ,1420.9,1420.9,1420.2,1420.3,25188
2025-05-06 04:23:00,NSE:TCS-EQ,3441.4,3441.9,3440.0,3441.3,3397
2025-05-06 04:24:00,NSE:RELIANCE-EQ,1420.2,1420.3,1420.0,1420.2,43343
2025-05-06 04:24:00,NSE:TCS-EQ,3442.0,3442.7,3441.0,3441.5,1466
2025-05-06 04:25:00,NSE:RELIANCE-EQ,1420.3,1420.3,1419.7,1419.7,61717
2025-05-06 04:25:00,NSE:TCS-EQ,3441.1,3442.4,3440.1,3441.0,811
2025-05-06 04:26:00,NSE:RELIANCE-EQ,1420.0,1420.3,1419.1,1419.2,29978
2025-05-06 04:26:00,NSE:TCS-EQ,3440.1,3440.9,3440.0,3440.8,2310
2025-05-06 04:27:00,NSE:RELIANCE-EQ,1419.6,1420.1,1418.9,1420.0,109367
2025-05-06 04:27:00,NSE:TCS-EQ,3440.0,3440.9,3440.0,3440.8,2091
2025-05-06 04:28:00,NSE:RELIANCE-EQ,1419.9,1420.4,1419.2,1419.2,25891
2025-05-06 04:28:00,NSE:TCS-EQ,3440.8,3443.8,3440.8,3443.2,1896
2025-05-06 04:29:00,NSE:RELIANCE-EQ,1419.8,1419.8,1418.8,1419.0,26937
2025-05-06 04:29:00,NSE:TCS-EQ,3443.3,3443.3,3440.5,3441.3,740
2025-05-06 04:30:00,NSE:RELIANCE-EQ,1418.8,1419.0,1418.8,1419.0,34974
2025-05-06 04:30:00,NSE:TCS-EQ,3441.8,3443.9,3441.1,3442.5,660
2025-05-06 04:31:00,NSE:RELIANCE-EQ,1418.9,1419.0,1418.8,1418.9,22633
2025-05-06 04:31:00,NSE:TCS-EQ,3441.4,3444.5,3441.4,3444.1,751
2025-05-06 04:32:00,NSE:RELIANCE-EQ,1418.9,1419.7,1418.9,1419.7,37836
2025-05-06 04:32:00,NSE:TCS-EQ,3444.1,3444.9,3442.1,3444.2,1154
2025-05-06 04:33:00,NSE:RELIANCE-EQ,1419.8,1419.9,1419.0,1419.6,23975
2025-05-06 04:33:00,NSE:TCS-EQ,3443.2,3444.9,3443.2,3444.9,627
2025-05-06 04:34:00,NSE:RELIANCE-EQ,1419.8,1420.0,1419.4,1419.8,21715
2025-05-06 04:34:00,NSE:TCS-EQ,3444.9,3447.5,3444.0,3447.5,4269
2025-05-06 04:35:00,NSE:RELIANCE-EQ,1419.9,1420.4,1419.5,1419.9,38238
2025-05-06 04:35:00,NSE:TCS-EQ,3447.7,3448.3,3444.2,3445.1,2351
2025-05-06 04:36:00,NSE:RELIANCE-EQ,1419.9,1420.0,1419.1,1419.1,9012
2025-05-06 04:36:00,NSE:TCS-EQ,3444.8,3445.0,3444.2,3444.4,370
2025-05-06 04:37:00,NSE:RELIANCE-EQ,1419.4,1419.4,1418.8,1418.8,37849
2025-05-06 04:37:00,NSE:TCS-EQ,3444.4,3445.3,3444.2,3445.0,508
2025-05-06 04:38:00,NSE:RELIANCE-EQ,1418.6,1419.0,1418.6,1418.8,12680
2025-05-06 04:38:00,NSE:TCS-EQ,3445.2,3446.1,3444.0,3445.6,980
2025-05-06 04:39:00,NSE:RELIANCE-EQ,1418.9,1418.9,1418.6,1418.8,52505
